Seq.Names,Species.NCBI,Order.BL,Family.BL,Species.BL,Order.IOC,Family.IOC,Species.IOC,,Migration,Lon,Lat,RangeSize,AnnualTemp,TempRange,TempWarmQuarter,TempColdQuarter,UV,Habitat,Clade,dN,dS,W,MolRateAll,MolRate12nd,MolRate3rd,Clade.Age,Clade.Age.SD,Tip.Age,Tip.Age.SD,dN.Mean,dN.Mid,dN.Min,dN.Max,dN.QL,dN.QU,dS.Mean,dS.Mid,dS.Min,dS.Max,dS.QL,dS.QU,BodyMass,Island,IUCN.Categories,Population,Div.Rate,Div.Rate.DNA,BAMM.Lambda,BAMM.Lambda.DNA,ClaDS.Rate,ClaDS.Rate.DNA,NTR,NTR.DNA,AFR,MaxLongevity,Generation
Schoeniclus_siemsseni_KX809695.1,Schoeniclus_siemsseni,PASSERIFORMES,Emberizidae,Latoucheornis_siemsseni,PASSERIFORMES,Emberizidae,Emberiza_siemsseni,Short distance migrant,3,106.091133,32.26702175,111563.2239,9.45635376,72.82773438,19.02912445,-1.062963963,3149.198975,Terrestrial,1214,0.002386333,0.118494333,0.020138797,0.00762339,0.00203289,0.01921279,13.17686962,1.555581544,6.24822506,0.843023755,0.000389019,0.0003856,0.000271708,0.000603491,0.000302527,0.000483766,0.019316884,0.0191471,0.013491793,0.029966573,0.015022099,0.02402158,20,0,2,118239,0.130069872,0.100011685,0.202514922,0.18245557,0.146745811,0.084615827,42,43,1.036747525,7.483838465,2.467348165
Emberiza_cioides_KF322027.1,Emberiza_cioides,PASSERIFORMES,Emberizidae,Emberiza_cioides,PASSERIFORMES,Emberizidae,Emberiza_cioides,Short distance migrant,2,110.3825766,43.23051975,10532097.13,4.506742477,117.7865918,19.71439819,-12.6026001,2488.317627,Terrestrial,1214,0.001084,0.053269667,0.020349292,0.00752691,0.00204016,0.01735146,13.17686962,1.555581544,3.37731199,0.60122467,0.000330918,0.00032241,0.000209384,0.000477226,0.000226411,0.000455874,0.016261914,0.015843819,0.01028949,0.023451709,0.011126233,0.022402452,21,0.026183283,2,7727079,0.331670075,0.302913071,0.202559597,0.182583909,0.131155007,0.090769443,47,47,0.965287027,8.104988784,2.084419253
Emberiza_jankowskii_KP738714.1,Emberiza_jankowskii,PASSERIFORMES,Emberizidae,Emberiza_jankowskii,PASSERIFORMES,Emberizidae,Emberiza_jankowskii,Resident,2,126.1251822,44.00435267,199360.1765,5.132043076,130.8095605,21.60543365,-14.35196686,2078.351807,Terrestrial,1214,0.001619333,0.059084333,0.027407152,0.00777785,0.00208792,0.01774453,13.17686962,1.555581544,3.37731199,0.60122467,0.000494342,0.000481633,0.000312788,0.000712904,0.000338224,0.000681007,0.018036988,0.017573256,0.011412642,0.026011588,0.01234072,0.024847799,22.5,0,5,134792,0.170211895,0.130681388,0.202116888,0.182834821,0.150011122,0.106581544,45,45,0.97831134,8.260176198,2.11569601
Emberiza_leucocephalos_KY349100.1,Emberiza_leucocephalos,PASSERIFORMES,Emberizidae,Emberiza_leucocephalos,PASSERIFORMES,Emberizidae,Emberiza_leucocephalos,Long distance migrant,3,101.4490146,56.37564711,9867084.652,-3.071389008,144.1982031,16.07841644,-23.32927704,1544.186646,Terrestrial,1214,0.001493667,0.143268333,0.010425658,0.00715343,0.00175099,0.01817825,13.17686962,1.555581544,6.37117539,0.683355074,0.000237122,0.000235943,0.000180642,0.000328646,0.000187932,0.000287292,0.022744041,0.022631035,0.017326675,0.031522803,0.018025945,0.027556243,28.5,0,2,5569516,0.88622524,0.327153527,0.20404756,0.182929268,0.191974304,0.094728396,48,48,1.02494169,9.036607061,2.163746605
Emberiza_fucata_KT737824.1,Emberiza_fucata,PASSERIFORMES,Emberizidae,Emberiza_fucata,PASSERIFORMES,Emberizidae,Emberiza_fucata,Long distance migrant,3,121.7955408,44.34744623,3876445.613,2.609736633,121.0296289,18.19072571,-14.99655914,2412.787598,Terrestrial,1214,0.001982667,0.167044333,0.011869105,0.00647492,0.00166557,0.01673811,13.17686962,1.555581544,8.25401047,0.904610855,0.000243106,0.000242749,0.000190008,0.000324079,0.000197473,0.000297453,0.020482249,0.020452174,0.016008597,0.027304387,0.016637529,0.025061131,19.8,0.076923077,2,8123578,0.254811867,0.107215532,0.202297516,0.18252426,0.15125156,0.122362408,48,44,0.991647268,8.261813146,2.063425812
Melophus_lathami_KX702277.1,Melophus_lathami,PASSERIFORMES,Emberizidae,Melophus_lathami,PASSERIFORMES,Emberizidae,Emberiza_lathami,Short distance migrant,2,97.1553486,24.67825557,3758698.266,20.14479828,51.16165527,26.69281311,12.35781631,4211.152832,Terrestrial,1214,0.004505,0.195663,0.023024282,0.00626888,0.00211906,0.01492873,13.17686962,1.555581544,10.20350593,1.216492636,0.000447772,0.000442616,0.000335183,0.000579962,0.000353549,0.000556784,0.019447803,0.019223888,0.014557783,0.025189157,0.015355506,0.024182459,21.9,0.014285714,2,717190,0.128261459,0.098779332,0.202164241,0.182411613,0.139096826,0.096059498,42,43,1.011534361,7.817727953,2.109730542
Zonotrichia_albicollis_MN356386.1,Zonotrichia_albicollis,PASSERIFORMES,Emberizidae,Zonotrichia_albicollis,PASSERIFORMES,Passerellidae,Zonotrichia_albicollis,Short distance migrant,3,-94.94719883,53.63226988,5662700.85,0.189299393,117.6357422,15.46975403,-16.42654114,1564.669678,Terrestrial,1183,0.000284667,0.022141,0.012856992,0.00629802,0.00185621,0.01509931,10.59507223,1.223909259,1.19274697,0.339571107,0.000257462,0.000249948,0.00011236,0.000518023,0.000147323,0.000422484,0.020025067,0.019440665,0.008739214,0.040291161,0.011458567,0.032860266,24.4,0,2,217096172,0.327286449,0.335385167,0.202764276,0.183018912,0.164049107,0.128119137,50,49,1,14.91666667,2.978161552
Zonotrichia_leucophrys_FJ236292.1,Zonotrichia_leucophrys,PASSERIFORMES,Emberizidae,Zonotrichia_leucophrys,PASSERIFORMES,Passerellidae,Zonotrichia_leucophrys,Long distance migrant,3,-115.2514877,58.62634724,7364178.614,-3.117173195,119.2851758,13.13829651,-19.03461456,1497.664673,Terrestrial,1183,0.000546,0.023526333,0.023208036,0.00616848,0.00186279,0.01495598,10.59507223,1.223909259,1.19274697,0.339571107,0.000493821,0.000479409,0.00021551,0.000993585,0.00028257,0.000810339,0.021278009,0.020657042,0.009286015,0.042812126,0.012175514,0.03491629,28,0.002484472,2,98005211,0.517992353,0.421573175,0.203298544,0.183278341,0.155766778,0.138800095,50,49,1,13.3,2.748363144
Junco_hyemalis_FJ236293.1,Junco_hyemalis,PASSERIFORMES,Emberizidae,Junco_hyemalis,PASSERIFORMES,Passerellidae,Junco_hyemalis,Long distance migrant,3,-109.4242364,53.87858915,10167654.76,0.798646545,109.3199219,15.40922089,-14.16994629,1697.085205,Terrestrial,1183,0.001497,0.087629667,0.017083256,0.0064643,0.00188192,0.01544935,10.59507223,1.223909259,5.34158355,0.759741219,0.000286302,0.000280029,0.00019372,0.000448464,0.000219014,0.000405959,0.016759213,0.016392033,0.011339752,0.026251659,0.012820415,0.023763553,19.5,0.003505697,2,277840118,0.536997765,0.225769866,0.20344192,0.183053987,0.181126973,0.119499997,50,47,1,10.75,2.385897614
Pipilo_maculatus_FJ236291.1,Pipilo_maculatus,PASSERIFORMES,Emberizidae,Pipilo_maculatus,PASSERIFORMES,Passerellidae,Pipilo_maculatus,Short distance migrant,2,-111.7624371,41.75759767,3631070.284,8.97870636,81.02589355,20.36750183,-1.987735939,2859.612305,Terrestrial,1183,0.003061333,0.128318,0.023857396,0.00655867,0.00212449,0.01524815,10.59507223,1.223909259,7.7320278,1.07621905,0.000404197,0.000389644,0.000281369,0.000614694,0.000322591,0.000565184,0.016942228,0.016332193,0.011793771,0.025765347,0.013521638,0.023690113,39.3,0.016055046,2,39184608,0.390637798,0.394586657,0.204411283,0.183860548,0.2549653,0.137204071,49,51,1.499178532,11,2.898097809
Melospiza_melodia_FJ236290.1,Melospiza_melodia,PASSERIFORMES,Emberizidae,Melospiza_melodia,PASSERIFORMES,Passerellidae,Melospiza_melodia,Short distance migrant,2,-104.2247529,48.09046769,10313728.37,5.056802368,97.93219727,18.1442749,-8.533908844,2082.64917,Terrestrial,1183,0.004129333,0.131384333,0.03142942,0.00703832,0.00243028,0.01554729,10.59507223,1.223909259,7.7320278,1.07621905,0.000545209,0.000525578,0.000379529,0.000829141,0.000435133,0.000762359,0.017347086,0.016722473,0.012075599,0.026381045,0.013844756,0.024256221,21.9,0.035193133,2,214266112,0.260037102,0.238323545,0.202527726,0.182740246,0.134315702,0.121960752,51,51,1.139651816,11.33,2.588141994
Arremon_aurantiirostris_KR780063.1,Arremon_aurantiirostris,PASSERIFORMES,Emberizidae,Arremon_aurantiirostris,PASSERIFORMES,Passerellidae,Arremon_aurantiirostris,Resident,1,-81.1958895,6.01485205,693974.1687,24.09189758,7.072529907,24.98869324,22.96595154,5016.476563,Terrestrial,1183,0.004759667,0.13743,0.034633389,0.00644155,0.00231426,0.01505429,10.59507223,1.223909259,9.15995824,1.197919618,0.000529472,0.000507915,0.000390152,0.000823726,0.0004213,0.00073541,0.015287897,0.014665461,0.011265192,0.02378417,0.01216455,0.021234119,34.5,0.016260163,2,862158,0.392706051,0.11268543,0.203172085,0.182269847,0.146370397,0.100527079,47,45,1.375554429,10.10945234,3.543761386
Spizella_passerina_MN356337.1,Spizella_passerina,PASSERIFORMES,Emberizidae,Spizella_passerina,PASSERIFORMES,Passerellidae,Spizella_passerina,Long distance migrant,3,-104.4800536,47.0331097,13081064.54,5.729568481,96.70196289,18.63800049,-7.667678833,2234.112793,Terrestrial,1183,0.001722,0.069323333,0.024840121,0.00565814,0.00176545,0.01461826,10.59507223,1.223909259,5.66915328,0.767431741,0.000309184,0.000307347,0.000220814,0.000408387,0.000237398,0.000382836,0.012446973,0.012373003,0.008889389,0.016440639,0.009557021,0.015412012,12.2,0.004569688,2,274773823,0.235702318,0.198446689,0.202073888,0.182468972,0.131598566,0.088604863,45,46,1,11.83,2.539412426
Spizella_atrogularis_FJ236294.1,Spizella_atrogularis,PASSERIFORMES,Emberizidae,Spizella_atrogularis,PASSERIFORMES,Passerellidae,Spizella_atrogularis,Short distance migrant,2,-107.4297829,29.14711634,805016.3576,16.30863495,54.79847656,23.62173157,8.578740692,4368.955566,Terrestrial,1183,0.002121667,0.084665333,0.02505945,0.00596026,0.00182454,0.01493644,10.59507223,1.223909259,5.66915328,0.767431741,0.000380944,0.00037868,0.000272063,0.000503172,0.000292496,0.00047169,0.015201622,0.015111282,0.010856707,0.020079129,0.011672093,0.018822856,11.3,0.014084507,2,421334,0.125473865,0.105694801,0.201878678,0.182278009,0.182683669,0.110701318,43,44,1.102448096,7.999484604,2.388759557
Piranga_hepatica_MH700640.1,Piranga_hepatica,PASSERIFORMES,Thraupidae,Piranga_hepatica,PASSERIFORMES,Cardinalidae,Piranga_hepatica,Short distance migrant,2,-89.79740732,14.98473662,2230687.492,18.72776031,30.39923584,22.66865692,14.3496582,5032.978516,Terrestrial,1191,0.000499,0.047663,0.010469337,0.00712621,0.00185866,0.01791795,11.33441776,1.232049546,3.544569,0.564358696,0.000145321,0.000141544,0.000108984,0.00034988,0.00011135,0.000201189,0.013880677,0.013519859,0.010409828,0.033419506,0.010635803,0.019216949,32.3,0,2,NA,0.167574447,NA,0.200578926,NA,0.082759991,NA,46,NA,0.999863089,8.646666667,2.250777359
Piranga_flava_MH700637.1,Piranga_flava,PASSERIFORMES,Cardinalidae,Piranga_flava,PASSERIFORMES,Cardinalidae,Piranga_flava,Short distance migrant,2,-54.05463081,-20.40942543,5776535.166,22.46986694,25.65105469,25.7708374,18.59066467,4646.616211,Terrestrial,1191,0.001633667,0.048147667,0.033930339,0.0090729,0.00231583,0.02002781,11.33441776,1.232049546,2.85124343,0.486537042,0.000592932,0.000577924,0.00040728,0.00140932,0.000436689,0.000862009,0.017474982,0.017032667,0.012003424,0.041535684,0.012870177,0.025405263,37.7,0,2,3661051,0.167574447,0.146801359,0.200155093,0.182395777,0.082853606,0.063520195,46,45,0.999863089,8.646666667,2.250777359
Piranga_lutea_MH700636.1,Piranga_lutea,PASSERIFORMES,Thraupidae,Piranga_lutea,PASSERIFORMES,Cardinalidae,Piranga_lutea,Resident,1,-69.67530888,-1.252656,966162.8849,21.14937744,7.110458374,22.05017395,20.02515411,5755.399902,Terrestrial,1191,0.001283333,0.050593667,0.025365494,0.00922951,0.0021549,0.02158657,11.33441776,1.232049546,2.85124343,0.486537042,0.00046578,0.000453991,0.000319941,0.001107097,0.000343043,0.000677155,0.018362747,0.017897962,0.012613223,0.043645782,0.013524008,0.026695902,28.9,0.005780347,2,NA,0.173262963,NA,0.200208412,NA,0.113799452,NA,45,NA,1.011258843,8.79772915,2.442852087
Piranga_rubra_MH700635.1,Piranga_rubra,PASSERIFORMES,Cardinalidae,Piranga_rubra,PASSERIFORMES,Cardinalidae,Piranga_rubra,Long distance migrant,3,-93.77180047,33.4727582,3269576.689,16.90641937,72.70531738,26.39790039,6.592719269,3418.801514,Terrestrial,1191,0.001682,0.083281667,0.020196522,0.00797395,0.00184186,0.02023395,11.33441776,1.232049546,5.51362244,0.83027451,0.000313334,0.000296683,0.000222745,0.000589627,0.000249134,0.000467512,0.015514238,0.014689798,0.011028896,0.029194481,0.01233548,0.023148166,29.1,0,2,27509048,0.111367877,0.09934237,0.199928435,0.182418423,0.130772542,0.091704003,43,43,1.039147069,8.671966316,2.529418312
Piranga_ludoviciana_MH700644.1,Piranga_ludoviciana,PASSERIFORMES,Cardinalidae,Piranga_ludoviciana,PASSERIFORMES,Cardinalidae,Piranga_ludoviciana,Long distance migrant,3,-116.1140938,48.95396847,3662121.881,4.40422287,92.75275391,17.03399963,-8.301624298,2183.832031,Terrestrial,1191,0.000757667,0.049536333,0.015295171,0.00920551,0.00191288,0.02266151,11.33441776,1.232049546,2.81934729,0.59534518,0.000281905,0.000277007,0.000180125,0.000556367,0.000189167,0.000444072,0.018430987,0.018110752,0.01177658,0.03637531,0.012367768,0.029033455,28.1,0.002439024,2,17394286,0.250711653,0.179204683,0.200505369,0.182192621,0.096839861,0.062221074,46,45,0.999794633,8.894928108,2.230321436
Piranga_bidentata_MH700647.1,Piranga_bidentata,PASSERIFORMES,Cardinalidae,Piranga_bidentata,PASSERIFORMES,Cardinalidae,Piranga_bidentata,Resident,2,-100.0202907,20.75734689,417994.0151,19.79535522,26.49492676,23.10909882,15.82910919,4884.444336,Terrestrial,1191,0.001171333,0.041756,0.028051857,0.00897862,0.00198595,0.0214197,11.33441776,1.232049546,2.81934729,0.59534518,0.000435818,0.000428246,0.000278468,0.000860129,0.000292448,0.000686523,0.015536157,0.01526622,0.009926913,0.030662088,0.010425247,0.024473369,36.1,0,2,794629,0.14984527,0.146801359,0.20000466,0.182312198,0.113828775,0.063245195,45,45,1.180680586,10.49900527,2.760596324
Piranga_olivacea_MH700643.1,Piranga_olivacea,PASSERIFORMES,Cardinalidae,Piranga_olivacea,PASSERIFORMES,Cardinalidae,Piranga_olivacea,Long distance migrant,3,-85.13143826,41.7205083,2605301.089,9.714356232,93.56647461,21.99629822,-3.439836502,2391.121826,Terrestrial,1191,0.001272,0.070824667,0.017959844,0.00836395,0.00192203,0.02066664,11.33441776,1.232049546,4.76664476,0.684820906,0.000273144,0.000262326,0.000190765,0.000483449,0.000216487,0.000392856,0.015208614,0.014606252,0.010621733,0.026918303,0.012053963,0.021874138,28.2,0,2,6226423,0.250711653,0.179204683,0.200684545,0.182475577,0.095830496,0.072179928,46,45,1.032526832,10.1,2.390336661
Piranga_roseogularis_MH700633.1,Piranga_roseogularis,PASSERIFORMES,Cardinalidae,Piranga_roseogularis,PASSERIFORMES,Cardinalidae,Piranga_roseogularis,Resident,1,-89.13846654,18.92595744,105691.5788,25.55894318,16.78818604,27.50648804,22.89626007,4760.583496,Terrestrial,1191,0.001685667,0.120221,0.014021399,0.00715121,0.00175407,0.01900629,11.33441776,1.232049546,7.0162619,1.136950388,0.000248872,0.000235973,0.000185837,0.000541029,0.000194473,0.000417711,0.017749464,0.01682946,0.013253837,0.038585935,0.013869732,0.029790983,24,0.166666667,2,72092,0.090817069,0.080262086,0.200606668,0.182351702,0.126401252,0.084762143,42,42,0.980843197,8.022127925,2.470127404
Piranga_rubriceps_MH700650.1,Piranga_rubriceps,PASSERIFORMES,Cardinalidae,Piranga_rubriceps,PASSERIFORMES,Cardinalidae,Piranga_rubriceps,Resident,1,-77.08635431,-0.65061222,80398.64349,15.83154449,4.054698486,16.2725235,15.08148193,5818.966309,Terrestrial,1191,0.002410333,0.069572667,0.034644832,0.00830285,0.00230376,0.01937727,11.33441776,1.232049546,4.87475488,0.640463231,0.000502821,0.000498837,0.000343436,0.000693366,0.000390193,0.000638626,0.014513589,0.014398584,0.009913058,0.020013539,0.01126266,0.018433502,35.9,0,2,23575,0.10848433,0.103900055,0.199930003,0.182100919,0.092277341,0.058459684,43,43,1.060014972,8.26379584,2.791369585
Piranga_leucoptera_MH700653.1,Piranga_leucoptera,PASSERIFORMES,Cardinalidae,Piranga_leucoptera,PASSERIFORMES,Cardinalidae,Piranga_leucoptera,Resident,1,-78.70940557,3.79528771,567151.4251,19.4919342,10.36505615,20.68779602,17.77352448,5388.151855,Terrestrial,1191,0.001743,0.088878667,0.019611005,0.00824318,0.00213774,0.02015054,11.33441776,1.232049546,4.87475488,0.640463231,0.000363608,0.000360727,0.000248351,0.000501398,0.000282163,0.000461813,0.018541023,0.018394106,0.012663873,0.025567177,0.014387981,0.023548689,16,0,2,1232330,0.10848433,0.103900055,0.199674234,0.182108176,0.084311412,0.055840292,43,43,0.882806857,7.695574675,2.337769656
Piranga_erythrocephala_MH700649.1,Piranga_erythrocephala,PASSERIFORMES,Cardinalidae,Piranga_erythrocephala,PASSERIFORMES,Cardinalidae,Piranga_erythrocephala,Resident,2,-103.5819884,21.5929196,256230.431,19.06195984,25.84811768,22.3239563,15.1855835,5015.848633,Terrestrial,1191,0.002092667,0.109550333,0.01910233,0.00787406,0.00203317,0.02009392,11.33441776,1.232049546,6.05660343,0.707208445,0.000350181,0.000352707,0.000261842,0.000462418,0.000277406,0.000443902,0.018331865,0.018464102,0.013707309,0.024207429,0.014522122,0.023238088,21.8,0,2,185405,0.095078053,0.083408767,0.199806674,0.181821938,0.111824375,0.080431813,42,42,0.937048101,8.536560029,2.41702677
Cardinalis_cardinalis_KM078795.1,Cardinalis_cardinalis,PASSERIFORMES,Cardinalidae,Cardinalis_cardinalis,PASSERIFORMES,Cardinalidae,Cardinalis_cardinalis,Resident,1,-92.40562663,34.85656333,5834572.061,15.17864075,75.5484082,25.07698364,4.50356636,3252.136475,Terrestrial,1191,0.002777667,0.208996667,0.013290483,0.0075749,0.00179724,0.02103888,11.33441776,1.232049546,10.22760921,1.078912002,0.000274654,0.000273688,0.000217372,0.000356375,0.000228457,0.000335245,0.020665466,0.020592776,0.016355468,0.026814318,0.017189504,0.025224421,42.6,0.032626427,2,204034397,0.156926212,0.140487057,0.200486184,0.182587098,0.08395331,0.058395319,43,43,1.016651911,15.8,4.156734357
Pheucticus_melanocephalus_MN356417.1,Pheucticus_melanocephalus,PASSERIFORMES,Cardinalidae,Pheucticus_melanocephalus,PASSERIFORMES,Cardinalidae,Pheucticus_melanocephalus,Long distance migrant,3,-110.0439036,39.09258606,4524419.42,10.60467682,76.20791504,21.36125183,0.26362431,3168.100586,Terrestrial,1191,0.003811667,0.190233667,0.020036762,0.00698654,0.00197718,0.0180102,11.33441776,1.232049546,9.81220216,1.130627522,0.000393667,0.000388841,0.000305553,0.000534366,0.000310654,0.000482663,0.019647261,0.019406365,0.01524961,0.026669256,0.01550422,0.024088851,47.1,0.00660793,2,9239592,0.17774119,0.139790955,0.200830361,0.182654337,0.092128695,0.06026096,40,41,1.086165427,11.92,2.626122912
Passerina_amoena_MN356416.1,Passerina_amoena,PASSERIFORMES,Emberizidae,Passerina_amoena,PASSERIFORMES,Cardinalidae,Passerina_amoena,Long distance migrant,3,-112.514163,43.0318974,2824052.432,8.127169037,85.05399414,20.37737427,-3.225549316,2734.535156,Terrestrial,1191,0.002795333,0.213465333,0.013095022,0.0067119,0.0017776,0.01811208,11.33441776,1.232049546,9.81220216,1.130627522,0.000288701,0.000285161,0.000224081,0.000391884,0.000227822,0.000353967,0.022046618,0.021776304,0.017111919,0.029926151,0.017397622,0.027030623,15.5,0.014440433,2,6239614,0.15425868,0.156825774,0.200782216,0.182439828,0.104308002,0.07681067,44,46,1.069738466,10.01492108,2.341236644
Geospiza_magnirostris_MG682351.1,Geospiza_magnirostris,PASSERIFORMES,Emberizidae,Geospiza_magnirostris,PASSERIFORMES,Thraupidae,Geospiza_magnirostris,Resident,1,-90.91230475,-0.53016061,8173.571575,21.98509064,16.39312744,24.41291962,19.89920349,5765.249512,Terrestrial,1204,0.003864,0.200996667,0.019224199,0.00650254,0.00191591,0.01637082,12.42170239,1.747878929,9.63098724,1.415334271,0.000411486,0.000396112,0.000294808,0.000884552,0.000316277,0.00053282,0.021404569,0.020604872,0.015335238,0.046012444,0.016452019,0.027716129,34.5,1,2,839039,2.806679662,2.117082119,1.038671157,1.026923024,1.11184865,0.708054063,57,56,1.086665302,9.143435015,3.275398749
Thraupis_episcopus_KM078765.1,Thraupis_episcopus,PASSERIFORMES,Thraupidae,Thraupis_episcopus,PASSERIFORMES,Thraupidae,Thraupis_episcopus,Resident,1,-66.03263637,-0.17909291,7925982.833,24.84450531,6.488948975,25.77671814,23.88761749,5354.828125,Terrestrial,1204,0.003359,0.177646667,0.01890832,0.00687231,0.00181948,0.01765348,12.42170239,1.747878929,9.63098721,1.415334245,0.000357707,0.000344343,0.000256278,0.000768947,0.000274942,0.000463184,0.018917977,0.018211181,0.013553727,0.04066712,0.01454077,0.024496316,30.4,0.004043127,2,19696488,0.392478,0.322985132,0.205446563,0.183377246,0.180185714,0.1718898,49,52,1.379458615,9.5,3.819609187
Sicalis_olivascens_KY628988.1,Sicalis_olivascens,PASSERIFORMES,Emberizidae,Sicalis_olivascens,PASSERIFORMES,Thraupidae,Sicalis_olivascens,Resident,1,-69.48712784,-20.09730022,769970.9132,6.946307373,25.28263672,9.851845551,2.970666313,6962.112305,Terrestrial,1204,0.002701667,0.158998,0.016991828,0.00708889,0.0019399,0.01836631,12.42170239,1.747878929,9.13508006,1.273377319,0.000303323,0.000294471,0.000228139,0.000756368,0.000238339,0.000404797,0.017851115,0.017330137,0.013426382,0.044513639,0.014026707,0.023823033,21.8,0,2,3574322,0.520622397,0.152389533,0.207662143,0.182751823,0.268986166,0.110991605,54,48,1.144208007,9.97001009,2.534393376
