"GenBank","Seq.Names","Clade.Label","MajorGroup","Group","ThermoMode","Class","Order","Family","Species","dN","dS","Clade","Clade.Age","Tip.Age","Lat","AnnualTemp","TempRange","TempWarmQuarter","TempColdQuarter","Div.Rate","BAMM.Lambda","ClaDS.Rate","Div.Rate.DNA","BAMM.Lambda.DNA","ClaDS.Rate.DNA","NTR","NTR.DNA","Habitat","Length","BodyMass","Longevity","MaturityAge","Fecundity","Migration","Ref.BodyMass","Ref.Fecundity","Ref.MaturityAge","Ref.Longevity"
"MK189460.1","Dysomma_anguillare_MK189460.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Synaphobranchidae","Dysomma_anguillare",1.37406899185687e-10,7.89678559565294e-09,"Fishes2578",30.84731211,30.84731188,15.0099513489606,25.0131073236465,3.71631026268005,17.9631099700928,15.4960746765137,0.195119103626844,0.100823956,0.149389683,0.042685730002525,0.058254786,0.023326909,19,13,"Marine",520,181.8,27.87661356,2.83989474,26107.50093,NA,"FishBase","","",""
"NC_013605.1","Simenchelys_parasitica_NC_013605.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Synaphobranchidae","Simenchelys_parasitica",1.91837309270976e-10,8.56098809203206e-09,"Fishes2578",30.84731211,24.47775906,29.1322849213691,4,0.889033913612366,4.66632604598999,4.17412519454956,0.069298994764479,0.100823731,0.147147692,0.0422203099523284,0.058254786,0.02498041,13,12,"Marine",610,372.5,27.58709865,3.148189297,35989.11528,NA,"FishBase","","",""
"AP002977.2","Synaphobranchus_kaupii_AP002977.2","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Synaphobranchidae","Synaphobranchus_kaupii",2.09718939840378e-10,6.36707906243207e-09,"Fishes2578",30.84731211,24.47775905,36.6719817767654,4,0.804697573184967,3.52423882484436,3.07407188415527,0.161527753990208,0.100823731,0.16579054,0.0533860916128504,0.058254786,0.02674681,14,12,"Marine",1000,1416,26.70954517,4.331679031,120000,NA,"FishBase","Reproductive traits (Fecundity, egg diameter, parental care) of marine European fish","",""
"NC_013602.1","Moringua_microchir_NC_013602.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Moringuidae","Moringua_microchir",2.13597466838277e-10,6.87756067612675e-09,"Fishes2582",87.55137142,21.73525082,8.14452644526445,28.5866565704346,3.88392281532288,29.846549987793,27.0349922180176,0.0613397790677831,0.09603524,0.094662993,NA,NA,NA,16,NA,"Marine",470,133.4,28.06153704,2.660455306,21304.80273,NA,"FishBase","","",""
"NC_013622.1","Moringua_edwardsi_NC_013622.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Moringuidae","Moringua_edwardsi",1.70636844578363e-10,7.01530937115978e-09,"Fishes2582",87.55137142,21.73525082,18.8187134502924,26.97825050354,5.98331212997437,29.2578372955322,24.500602722168,0.0613397790677831,0.09603524,0.092418985,0.022823892701267,0.056747502,0.012577405,16,13,"Marine",150,4.1,30.23782385,1.272694024,2143.273961,NA,"FishBase","","",""
"NC_013609.1","Cyema_atrum_NC_013609.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Cyematidae","Cyema_atrum",3.08444224235123e-10,4.75850239532559e-09,"Fishes2582",87.55137142,79.86835448,29.3472215859636,4,0.11355859786272,1.37756764888763,1.32914197444916,0.0992782425534602,0.189620521,0.148026112,NA,NA,NA,22,NA,"Marine",500,180,27.94821037,2.768886619,24127.57318,NA,"FishBase","","",""
"AB046473.2","Eurypharynx_pelecanoides_AB046473.2","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Eurypharyngidae","Eurypharynx_pelecanoides",2.84038388707209e-10,4.80402620459244e-09,"Fishes2582",87.55137142,64.51395702,55.6515625,4,0.479884773492813,3.15947556495667,2.95183062553406,0.0357190747295941,0.096050026,0.090602655,0.0148074291577159,0.056747502,0.014429232,14,12,"Marine",1000,580,26.70954517,2,256,NA,"FishBase","Reproduction in the North Atlantic oceanic ichthyofauna and the relationship between fecundity and species' sizes","https://prezi.com/aosi9p4n9hot/gulper-pelican-eel/",""
"AB047825.1","Saccopharynx_lavenbergi_AB047825.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Saccopharyngidae","Saccopharynx_lavenbergi",4.80103046892703e-10,7.5791592242022e-09,"Fishes2582",87.55137142,64.51395702,23.7575730092509,4,0.0565451942384243,1.28996527194977,1.26652693748474,0.0534290867670814,0.096035426,0.090238821,NA,NA,NA,16,NA,"Marine",780,5649,27.14710728,3.689693971,59001.10852,NA,"FishBase","","",""
"NC_013627.1","Serrivomer_beanii_NC_013627.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Serrivomeridae","Serrivomer_beanii",2.63122383728784e-10,4.98543460666101e-09,"Fishes2586",53.41708932,16.72802028,20.0403835442031,4,0.188744992017746,2.01862812042236,1.92256247997284,0.115935934955156,0.096035426,0.104746157,NA,NA,NA,18,NA,"Marine",780,628.7,27.14710728,3.689693971,59001.10852,NA,"FishBase","","",""
"NC_013628.2","Stemonidium_hypomelas_NC_013628.2","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Serrivomeridae","Stemonidium_hypomelas",2.93953232410418e-10,1.09936605145967e-08,"Fishes2586",53.41708932,13.25274081,26.8591244760828,4,0.0720583647489548,1.23601722717285,1.2064243555069,0.0225749252185494,0.096035426,0.10034703,0.0177425426361085,0.056747502,0.019192186,14,13,"Marine",220,13.1,29.48983722,1.629712357,14000,NA,"FishBase","https://www.wikiwand.com/en/Stemonidium","",""
"AP007250.1","Serrivomer_sector_AP007250.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Serrivomeridae","Serrivomer_sector",8.50781848049405e-11,5.43900950726837e-09,"Fishes2586",53.41708932,13.25274081,21.6573824209715,4,0.203941568732262,1.93099296092987,1.81591475009918,0.147496188364468,0.096035311,0.106797272,0.0410507137101377,0.056747502,0.016531084,18,15,"Marine",760,443.4,27.19326424,3.628332647,55998.40262,NA,"FishBase","","",""
"NC_013620.1","Nemichthys_scolopaceus_NC_013620.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Nemichthyidae","Nemichthys_scolopaceus",4.66811456974237e-10,2.0826484551558e-08,"Fishes2586",53.41708932,39.1268927,22.1904570210751,4,0.370100378990173,2.48391556739807,2.26570987701416,0.041772404445929,0.096035311,0.076914531,0.0240327072382361,0.056747502,0.014770816,16,14,"Marine",1300,1664.5,10,5.131217429,164803.6963,NA,"FishBase","","","Wikipedia"
"NC_013626.2","Labichthys_carinatus_NC_013626.2","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Nemichthyidae","Labichthys_carinatus",2.52426476409727e-10,6.67914653672635e-09,"Fishes2586",53.41708932,2.92242392,15.6240151736212,4,0.17365750670433,2.0786452293396,1.98685252666473,0.0268289269635365,0.096073983,0.08173068,NA,NA,NA,14,NA,"Marine",800,679.3,27.10219437,3.75050018,62082.66476,NA,"FishBase","","",""
"NC_013624.2","Avocettina_infans_NC_013624.2","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Nemichthyidae","Avocettina_infans",2.01244832227341e-10,4.68108942506204e-09,"Fishes2586",53.41708932,2.92242392,21.482078494193,4,0.177874729037285,2.19422149658203,2.10637545585632,0.0234310303051847,0.096035311,0.077334124,0.0137371543695177,0.056747502,0.015723098,15,13,"Marine",800,679.3,27.10219437,3.75050018,62082.66476,NA,"FishBase","","",""
"AP007238.1","Anguilla_malgumora_AP007238.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_malgumora",1.63732981646974e-10,7.68634244750438e-09,"Fishes2586",53.41708932,9.7667856,25.8,20.0017337799072,39.6217914962769,27.4440280914307,11.6937671661377,0.0566824323312687,0.096050852,0.094841662,0.0480703760348291,0.059691458,0.060474086,17,15,"Marine&Freshwater",800,831.9,40,3.75050018,62082.66476,NA,"FishBase","","","AnAge"
"AP007244.1","Anguilla_mossambica_AP007244.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_mossambica",1.57807295968436e-10,1.09011698113156e-08,"Fishes2586",53.41708932,7.81190323,16.2487684729064,25.3451051712036,12.031411151886,27.6356801986694,22.8489133834839,0.0553568690913294,0.096050026,0.091241065,0.047113613007382,0.059437744,0.053393379,17,15,"Marine&Freshwater",1500,10762.8,20,5.627874084,219754.4548,NA,"FishBase","","","FishBase"
"AP007249.2","Anguilla_rostrata_AP007249.2","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_rostrata",2.55691456227213e-10,1.27359622683517e-08,"Fishes2586",53.41708932,1.71372095,29.0583203732504,16.4739652919769,26.1848972034454,18.4231945991516,10.1938681602478,0.0825758658541553,0.096050852,0.087029968,0.0775178987452158,0.059437744,0.040365552,19,17,"Marine&Freshwater",1520,7511.5,50,5.4,6373333,NA,"FishBase","FishBase","FishBase","FishBase"
"KJ564221.1","Anguilla_anguilla_KJ564221.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_anguilla",2.38969429432125e-10,1.45473855430381e-08,"Fishes2586",53.41708932,1.71372095,46.0068861269735,9.27567015886307,29.2613620400429,11.655872964859,3.35032062530518,0.0825758658541553,0.096050852,0.087490344,0.0775178987452158,0.059437744,0.0360595,19,17,"Marine&Freshwater",1215,3419.2,88,8.8,1e+07,NA,"FishBase","Relationships between genetic variability and life_history features of bony fishes","FishBase","AnAge"
"AP007234.1","Anguilla_australis_australis_AP007234.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_australis_australis",1.34674468945194e-10,1.20328408315679e-08,"Fishes2586",53.41708932,4.76564532,35.6374045801527,9.29084167480469,15.8581380391121,13.0987973690033,8.32131986618042,0.0560328139158433,0.096035311,0.092256572,0.0327982677586043,0.058464532,0.028361755,15,13,"Marine&Freshwater",1300,3967.6,32,9,5e+06,NA,"FishBase","FishBase","FishBase","FishBase"
"AP007240.1","Anguilla_dieffenbachii_AP007240.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_dieffenbachii",2.26425357793364e-10,7.6540105609904e-09,"Fishes2586",53.41708932,4.76564532,41.125,13.4607796669006,18.1231729316711,17.1630018234253,10.2126161575317,0.0515839173662504,0.096035311,0.088740754,0.0256037212867779,0.059019243,0.042175467,16,13,"Marine&Freshwater",1850,20216.3,60,25.4,335033.1343,NA,"FishBase","","FishBase","Wikipedia"
"AP007248.1","Anguilla_reinhardtii_AP007248.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_reinhardtii",1.63760980854576e-10,8.71281325432339e-09,"Fishes2586",53.41708932,5.9847731,29.2623762376238,11.8275718688965,16.2809822320938,17.1204011917114,12.0607772827148,0.0659313921627191,0.096035311,0.097001942,0.0597099661870273,0.060235422,0.072346042,18,16,"Marine&Freshwater",1650,22000,41,9,5e+06,NA,"FishBase","FishBase","FishBase","FishBase"
"KT355033.1","Anguilla_japonica_KT355033.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_japonica",2.18012972169284e-10,9.63781758452929e-09,"Fishes2586",53.41708932,5.42135122,28.384375,17.7348175048828,34.4968585586548,21.5921947479248,10.3057137489319,0.0646310274321693,0.096050026,0.088900254,0.0586414444530427,0.059437744,0.046389096,18,16,"Marine&Freshwater",1500,6329.7,26.01058003,5,7e+05,NA,"FishBase","The Fishes of Qinling","https://kokushi.fra.go.jp/R01/R01_77_ELJ_English.pdf",""
"AP007243.1","Anguilla_megastoma_AP007243.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_megastoma",3.27942957262427e-10,1.0441796041256e-08,"Fishes2586",53.41708932,3.96055136,13.253114382786,14.4079246520996,3.70582535147667,15.1960948944092,14.0920729637146,0.0922579871363123,0.096035311,0.095414663,0.0890134663029068,0.060315583,0.057657353,20,18,"Marine&Freshwater",1000,1662.7,26.70954517,4.331679031,97239.52272,NA,"FishBase","","",""
"AP007239.1","Anguilla_celebesensis_AP007239.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_celebesensis",2.22331311828253e-10,9.75668748697504e-09,"Fishes2586",53.41708932,3.96055136,6.8943661971831,27.2761032104492,4.88377515792847,28.2423946380615,26.1066038131714,0.0922579871363123,0.096035426,0.100596798,0.0890134663029068,0.060315583,0.057940013,20,18,"Marine&Freshwater",1500,6012.1,26.01058003,5,219754.4548,NA,"FishBase","","Age and growth of migrating tropical eels, Anguilla celebesensis and Anguilla marmorata",""
"AP007242.1","Anguilla_marmorata_AP007242.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_marmorata",3.17555896161137e-10,8.11606197596681e-09,"Fishes2586",53.41708932,3.94662539,10.9680977936792,23.8791372776031,7.344666223526,22.2468235015869,19.5920987129211,0.101850722204486,0.096035311,0.097020296,0.0998419166129596,0.060490574,0.077162874,21,19,"Marine&Freshwater",700,313.3,40,3.440712685,47463.16153,NA,"FishBase","","","FishBase"
"AP007247.1","Anguilla_obscura_AP007247.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_obscura",1.58670676944548e-10,1.23728166681149e-08,"Fishes2586",53.41708932,2.54392622,14.4185303514377,14.4059783935547,5.57229056954384,15.416460943222,13.8037030696869,0.120734384686313,0.096035311,0.098871222,0.119311582653458,0.060490574,0.088067474,22,20,"Marine&Freshwater",1100,1691.4,26.5435735,4.606597095,117781.6715,NA,"FishBase","","",""
"AP007236.1","Anguilla_bicolor_bicolor_AP007236.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_bicolor_bicolor",2.31148214972608e-10,1.82457831818692e-08,"Fishes2586",53.41708932,2.54392622,9.91604197901049,27.0606796264648,7.54634537696838,28.4849634170532,25.3301250457764,0.195006762107673,0.096035311,0.100873518,0.19314665574167,NA,0.069225438,23,21,"Marine&Freshwater",1230,3204.9,20,5.5,4960000,NA,"FishBase","Fecundity of the tropical catadromous eels Anguilla bicolor bicolor, A. bengalensis bengalensis and A. marmorata","Ages at maturation of tropical freshwater eels, Anguilla bicolor bicolor and A. bengalensis bengalensis","FishBase"
"AP007245.1","Anguilla_bengalensis_labiata_AP007245.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_bengalensis_labiata",3.26777397181562e-10,1.14776659938434e-08,"Fishes2586",53.41708932,3.05897385,11.4259259259259,27.125806427002,9.4438387966156,28.8808193206787,25.0747970581055,0.209809394809748,0.096035311,0.098063226,0.207657733297497,NA,0.075657104,23,21,"Marine&Freshwater",2000,6000,25.52577764,6.5,1720000,NA,"FishBase","Fecundity of the tropical catadromous eels Anguilla bicolor bicolor, A. bengalensis bengalensis and A. marmorata","Ages at maturation of tropical freshwater eels, Anguilla bicolor bicolor and A. bengalensis bengalensis",""
"AB469437.1","Anguilla_luzonensis_AB469437.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_luzonensis",2.98196089189103e-10,9.18705809290399e-09,"Fishes2586",53.41708932,2.7235029,14.9634146341463,26.3620197296143,10.1355112552643,28.0809268951416,24.244345664978,0.12968798896491,0.096035311,0.099410263,0.128862658724284,0.060490574,0.082000955,23,21,"Marine&Freshwater",1000,1662.7,26.70954517,4.331679031,97239.52272,NA,"FishBase","","",""
"AP007241.1","Anguilla_interioris_AP007241.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Anguillidae","Anguilla_interioris",1.83298211573769e-10,9.12269570352629e-09,"Fishes2586",53.41708932,2.7235029,2.98529411764706,26.617601776123,2.41191167354584,27.089341545105,26.0031965255737,0.166066029734499,0.096035311,0.096808708,0.128862658724284,0.060490574,0.066174357,24,21,"Marine&Freshwater",800,819.6,27.10219437,3.75050018,62082.66476,NA,"FishBase","","",""
"NC_013633.1","Robinsia_catherinae_NC_013633.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Chlopsidae","Robinsia_catherinae",1.57210328881837e-10,5.60291980991221e-09,"Fishes2608",85.74021337,43.94082003,17.3854961832061,25.8552488088608,2.60027623176575,14.7112054824829,13.0309648513794,0.0774154133470825,0.096088708,0.091917374,NA,NA,NA,17,NA,"Marine",198,9.5,29.69374248,1.52254098,3745.717181,NA,"FishBase","","",""
"NC_013607.1","Kaupichthys_hyoproroides_NC_013607.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Chlopsidae","Kaupichthys_hyoproroides",2.85909208680921e-10,8.05073405448415e-09,"Fishes2608",85.74021337,43.94082003,13.104146100691,27.9916439056396,4.81249141693115,29.6981410980225,25.9929656982422,0.0774154133470825,0.096069604,0.092782292,0.013418387904314,0.056915532,0.017005757,17,13,"Marine",300,33.8,28.89768294,1.99101761,8637.874002,NA,"FishBase","","",""
"NC_013601.1","Pythonichthys_microphthalmus_NC_013601.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Heterenchelyidae","Pythonichthys_microphthalmus",1.71242458500916e-10,5.83882372952554e-09,"Fishes2608",85.74021337,67.40208921,6.76829268292683,26.5791931152344,6.56781721115112,28.8613872528076,23.699821472168,0.0722620891152334,0.09505879,0.083202869,NA,NA,NA,16,NA,"Marine",505,166.2,27.93002881,2.786731582,24615.19719,NA,"FishBase","","",""
"NC_013631.1","Myroconger_compressus_NC_013631.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Myrocongridae","Myroconger_compressus",1.86190152752595e-10,7.90987644245431e-09,"Fishes2608",85.74021337,53.64011534,10.0106382978723,24.9843349456787,7.71273851394653,28.0019645690918,21.817268371582,0.337110881107922,0.189620521,0.202217241,NA,NA,NA,28,NA,"Marine",538,201.7,27.81464141,2.902978523,27956.55576,NA,"FishBase","","",""
"KP874183.1","Scuticaria_tigrina_KP874183.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Muraenidae","Scuticaria_tigrina",2.10563964706705e-10,1.11756638673079e-08,"Fishes2608",85.74021337,45.28599049,10.2815191855912,28.2780780792236,4.49553823471069,29.7900238037109,26.4341793060303,0.0811639938127478,0.09120011,0.083237094,0.0362512077203455,0.056747502,0.017245563,20,17,"Marine",1400,1205.8,26.12820932,5.382691688,191287.1693,NA,"FishBase","","",""
"KP793920.1","Gymnomuraena_zebra_KP793920.1","Elopomorpha","Actinopterygii","Fishes","Ectotherms","Actinopterygii","Anguilliformes","Muraenidae","Gymnomuraena_zebra",1.79369651097484e-10,1.10936103075691e-08,"Fishes2608",85.74021337,35.42639392,11.1942514213519,28.0934257507324,4.77959156036377,29.7366046905518,26.1217384338379,0.026386669169627,0.090962378,0.087239127,0.0155536804420042,0.056695509,0.031769126,17,15,"Marine",1500,7604.5,20,5.627874084,10000,NA,"FishBase","https://kidszoo.org/our-animals/zebra-moray-eel/","","https://animal-world.com/encyclo/marine/eels/zebramoray.php"
